,method,n,p(t),ate_var,ate,r2,r2-adj
84,GP-Interact,500,0.5,0,0.07473727995956299,0.8562429496753641,0.8559542808996118
85,GP-Interact,500,0.5,0,0.11084398619857305,0.8648603697353056,0.8645890050158985
86,GP-Interact,500,0.5,0,0.1150156289387574,0.844723176898253,0.8444113760486511
87,GP-Interact,500,0.5,0,0.09734223151141518,0.8372565729794699,0.8369297789493082
88,GP-Interact,500,0.5,0,0.11440223328047601,0.8558762480950151,0.8555868429707079
89,GP-Interact,500,0.5,0,0.13237652888835277,0.8608214282019866,0.8605419531582155
90,GP-Interact,500,0.5,0,0.0935571528372558,0.8441906111192367,0.8438777408604399
91,GP-Interact,500,0.5,0,0.1057167286656522,0.8586627320510809,0.858378922276083
92,GP-Interact,500,0.5,0,0.13016825238688903,0.8756326993958788,0.8753829658605292
93,GP-Interact,500,0.5,0,0.1362694474505443,0.861045550153659,0.8607665251539676
94,GP-Interact,500,0.5,0,0.11191618297285967,0.8605504556516198,0.8602704364862617
95,GP-Interact,500,0.5,0,0.10171862158059511,0.8549626842484118,0.8546714446585492
96,GP-Interact,500,0.5,0,0.12975917806692178,0.850730560611883,0.8504308227817864
97,GP-Interact,500,0.5,0,0.08175625985364818,0.8646475356178178,0.8643757435206648
98,GP-Interact,500,0.5,0,0.11456953641471596,0.8525191988335435,0.8522230526464623
99,GP-Interact,500,0.5,0,0.139787150273365,0.8622809136995239,0.862004369349523
